ts,value,residual,z
2013-11-17 18:10:00+01:00,205.93267822265625,-454.17743402248453,-5.0544862180170025
2013-11-21 15:50:00+01:00,940.8911743164062,419.5301720581838,4.893212212107521
2013-11-23 13:50:00+01:00,309.59423828125,-402.38075053488285,-4.464749121270589
2013-11-23 14:20:00+01:00,314.469970703125,-377.10405226552723,-4.176958366168035
2013-11-24 10:20:00+01:00,186.611083984375,-388.92815194662955,-4.3115830129225445
2013-11-24 12:10:00+01:00,199.9588165283203,-412.6307715987343,-4.581451914900847
2013-11-24 12:30:00+01:00,212.70745849609375,-394.6469923295096,-4.376695527799353
2013-11-24 13:00:00+01:00,230.96978759765625,-389.68652988662643,-4.320217612175937
2013-11-24 13:10:00+01:00,182.5054473876953,-407.6270064147276,-4.52448097093832
2013-11-24 13:20:00+01:00,166.6969451904297,-425.66617928633735,-4.7298680482703315
2013-11-24 13:40:00+01:00,209.42893981933594,-424.36742262571613,-4.715080904946799
2013-11-24 13:50:00+01:00,223.0386962890625,-364.22519031324333,-4.030324602271632
2013-11-24 14:20:00+01:00,214.1995849609375,-439.49055479383367,-4.887267065488771
2013-11-24 14:30:00+01:00,212.82444763183594,-408.27921533048794,-4.531906770556256
2013-11-24 15:20:00+01:00,194.24497985839844,-391.6552984614482,-4.342633253203589
2013-11-24 16:10:00+01:00,226.2615509033203,-397.4327712961821,-4.408413334604028
2013-11-24 16:20:00+01:00,230.30003356933594,-373.63923159733775,-4.137509251977276
2013-11-24 16:30:00+01:00,178.45457458496094,-404.6045551234264,-4.490068504162989
2013-11-29 13:30:00+01:00,823.259521484375,364.849258318265,4.270636380121297
2013-11-29 20:40:00+01:00,726.40673828125,445.3552616082217,5.187246739204242
2013-11-29 20:50:00+01:00,823.7012939453125,552.4943031923153,6.407090618728317
2013-11-29 21:00:00+01:00,811.0302734375,535.5330381017111,6.213976184402159
2013-12-01 10:20:00+01:00,197.29339599609375,-365.16889958346525,-4.041069312699406
2013-12-01 10:30:00+01:00,180.5162811279297,-364.79515154991236,-4.036813961480347
2013-12-01 12:00:00+01:00,162.90957641601562,-449.38616265957313,-4.999934646892493
2013-12-01 12:30:00+01:00,159.8348388671875,-470.9602531341935,-5.245568935128197
2013-12-01 13:00:00+01:00,179.3472900390625,-485.00798225137385,-5.405510970556565
2013-12-01 13:40:00+01:00,199.0581512451172,-397.8160510392275,-4.412777210197712
2013-12-01 13:50:00+01:00,166.60238647460938,-394.2661998129707,-4.372359970809104
2013-12-01 14:30:00+01:00,201.96531677246094,-398.6711489859112,-4.422513026210561
2013-12-01 15:00:00+01:00,184.95008850097656,-385.8344838244297,-4.2763596987286965
2013-12-01 16:10:00+01:00,224.54824829101562,-365.73731764606737,-4.047541101922309
2013-12-07 10:10:00+01:00,210.3385009765625,-364.8767183633276,-4.03774264981511
2013-12-07 10:20:00+01:00,186.02423095703125,-396.0233330853998,-4.392366013762161
2013-12-07 11:50:00+01:00,176.5065460205078,-442.0791792914867,-4.916740147412597
2013-12-07 12:00:00+01:00,198.6609344482422,-368.72721424209647,-4.081582913470654
2013-12-07 12:10:00+01:00,193.83692932128906,-398.7746528598588,-4.423691481470896
2013-12-07 12:20:00+01:00,180.71934509277344,-384.0150420629798,-4.25564423530808
2013-12-07 12:30:00+01:00,180.7771453857422,-427.01396103376715,-4.745213372357873
2013-12-07 12:40:00+01:00,195.76153564453125,-366.8186802670616,-4.05985308040618
2013-12-07 12:50:00+01:00,179.7545623779297,-396.4424142634392,-4.397137510711327
2013-12-07 13:00:00+01:00,218.3304443359375,-378.1926166917663,-4.189352341633769
2013-12-07 13:10:00+01:00,183.38613891601562,-417.13403914372884,-4.632724385434469
2013-12-07 13:20:00+01:00,165.2205810546875,-386.2752942370133,-4.2813785963767454
2013-12-07 13:30:00+01:00,182.0775146484375,-392.0977751518798,-4.347671122449706
2013-12-07 13:50:00+01:00,205.74148559570312,-373.85725874911395,-4.139991625188124
2013-12-07 16:50:00+01:00,177.96826171875,-370.621849688804,-4.10315450324245
2013-12-08 10:10:00+01:00,165.62310791015625,-395.9900665418554,-4.391987253704804
2013-12-08 10:20:00+01:00,172.1368865966797,-412.8084231955897,-4.5834745875877365
2013-12-08 10:50:00+01:00,166.06015014648438,-366.0683491121467,-4.051310098749761
2013-12-08 11:00:00+01:00,148.16839599609375,-391.36780788990507,-4.339359996238316
2013-12-08 11:10:00+01:00,154.40719604492188,-390.0619169711355,-4.324491624998157
2013-12-08 11:20:00+01:00,172.7954559326172,-367.71925833064813,-4.0701067155204855
2013-12-08 11:50:00+01:00,184.09153747558594,-451.61433506733675,-5.025303760092946
2013-12-08 12:00:00+01:00,175.18309020996094,-422.674486002232,-4.6958057803232665
2013-12-08 12:10:00+01:00,166.75851440429688,-435.68696951431133,-4.843960907855922
2013-12-08 12:20:00+01:00,167.9988555908203,-395.29891999571214,-4.384118125218104
2013-12-08 12:30:00+01:00,202.91307067871094,-396.5321372812407,-4.398159062449137
2013-12-08 12:40:00+01:00,183.62704467773438,-382.6726740134533,-4.240360549500621
2013-12-08 12:50:00+01:00,188.95858764648438,-393.5610916640924,-4.3643318808888045
2013-12-08 13:00:00+01:00,185.99368286132812,-381.8608797558527,-4.231117772619986
2013-12-08 13:10:00+01:00,187.04312133789062,-408.50539121567044,-4.5344819221084505
2013-12-08 13:20:00+01:00,181.92514038085938,-380.7476715056167,-4.218443212061964
2013-12-08 13:30:00+01:00,194.27340698242188,-390.48080613600285,-4.329260935759271
2013-12-08 13:40:00+01:00,168.26669311523438,-418.5393613805056,-4.648724843380938
2013-12-08 16:00:00+01:00,168.83151245117188,-445.9003058866824,-4.960246023712392
2013-12-09 20:10:00+01:00,725.0134887695312,393.7539109105839,4.599733626402288
